score,file,issues,path
7,data/entries/L2_food_biology/l2-trapping-snares-advanced.md,"title 30 chars (max 25): ""Advanced Snares & Trapping ⭐⭐⭐"" | 263 content lines (max 150, ~23 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L2_food_biology/l2-trapping-snares-advanced.md
7,data/entries/L4_tools_rebuilding/l4-education-library-curation.md,"373 content lines (max 150, ~33 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L4_tools_rebuilding/l4-education-library-curation.md
7,data/entries/L4_tools_rebuilding/l4-education-writing-record-keeping.md,"372 content lines (max 150, ~33 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L4_tools_rebuilding/l4-education-writing-record-keeping.md
7,data/entries/L5_community_knowledge/l5-crisis-mass-casualty-triage.md,"377 content lines (max 150, ~34 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L5_community_knowledge/l5-crisis-mass-casualty-triage.md
6,data/entries/L1_immediate_survival/l1-medical-fracture-stabilization.md,"315 content lines (max 150, ~28 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L1_immediate_survival/l1-medical-fracture-stabilization.md
6,data/entries/L1_immediate_survival/l1-medical-heat-stroke.md,"329 content lines (max 150, ~29 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L1_immediate_survival/l1-medical-heat-stroke.md
6,data/entries/L1_immediate_survival/l1-medical-shock-recognition.md,"331 content lines (max 150, ~30 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L1_immediate_survival/l1-medical-shock-recognition.md
6,data/entries/L1_immediate_survival/l1-medical-spinal-precautions.md,"323 content lines (max 150, ~29 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L1_immediate_survival/l1-medical-spinal-precautions.md
6,data/entries/L1_immediate_survival/l1-shelter-overview.md,"## too long (23ch): ""Time vs Warmth Tradeoff"" | ## too long (25ch): ""Site Selection Priorities""",/home/eanhd/projects/field-node-firmware/data/entries/L1_immediate_survival/l1-shelter-overview.md
6,data/entries/L2_food_biology/l2-weapons-atlatl-spear-thrower.md,"title 26 chars (max 25): ""Atlatl (Spear Thrower) ⭐⭐⭐"" | 216 content lines (max 150, ~19 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L2_food_biology/l2-weapons-atlatl-spear-thrower.md
6,data/entries/L2_food_biology/l2-weapons-throwing-stick.md,"title 40 chars (max 25): ""Throwing Stick (Rabbit Stick, Kylie) ⭐⭐⭐"" | 230 content lines (max 150, ~20 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L2_food_biology/l2-weapons-throwing-stick.md
6,data/entries/L3_materials_technology/l3-tools-bark-containers-baskets.md,"title 29 chars (max 25): ""Bark Containers & Baskets ⭐⭐⭐"" | 239 content lines (max 150, ~21 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L3_materials_technology/l3-tools-bark-containers-baskets.md
6,data/entries/L3_materials_technology/l3-tools-stone-knapping.md,"title 34 chars (max 25): ""Stone Knapping (Flintknapping) ⭐⭐⭐"" | 238 content lines (max 150, ~21 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L3_materials_technology/l3-tools-stone-knapping.md
6,data/entries/L5_community_knowledge/l5-crisis-emp-grid-down.md,"314 content lines (max 150, ~28 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L5_community_knowledge/l5-crisis-emp-grid-down.md
6,data/entries/L5_community_knowledge/l5-crisis-pandemic-response.md,"319 content lines (max 150, ~29 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L5_community_knowledge/l5-crisis-pandemic-response.md
5,data/entries/L1_immediate_survival/l1-medical-chest-seal.md,"278 content lines (max 150, ~25 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L1_immediate_survival/l1-medical-chest-seal.md
5,data/entries/L1_immediate_survival/l1-medical-pediatric-dosing.md,"268 content lines (max 150, ~24 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L1_immediate_survival/l1-medical-pediatric-dosing.md
5,data/entries/L1_immediate_survival/l1-mental-health-how-to-study.md,"title 38 chars (max 25): ""How to Study: Learning New Skills Fast"" | 160 content lines (max 150, ~14 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L1_immediate_survival/l1-mental-health-how-to-study.md
5,data/entries/L1_medical/l1-medical-heart-attack-recognition.md,"267 content lines (max 150, ~24 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L1_medical/l1-medical-heart-attack-recognition.md
5,data/entries/L1_medical/l1-medical-sepsis-recognition.md,"250 content lines (max 150, ~22 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L1_medical/l1-medical-sepsis-recognition.md
5,data/entries/L1_medical/l1-medical-stroke-recognition.md,"296 content lines (max 150, ~26 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L1_medical/l1-medical-stroke-recognition.md
5,data/entries/L2_food_biology/l2-fishing-traps-weirs.md,"265 content lines (max 150, ~24 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L2_food_biology/l2-fishing-traps-weirs.md
4,data/entries/L1_immediate_survival/l1-fire-friction-advanced.md,"240 content lines (max 150, ~21 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L1_immediate_survival/l1-fire-friction-advanced.md
4,data/entries/L1_immediate_survival/l1-medical-asthma-severe-attack.md,"212 content lines (max 150, ~19 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L1_immediate_survival/l1-medical-asthma-severe-attack.md
4,data/entries/L1_immediate_survival/l1-medical-diabetes-emergency.md,"244 content lines (max 150, ~22 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L1_immediate_survival/l1-medical-diabetes-emergency.md
4,data/entries/L1_immediate_survival/l1-medical-hypothermia.md,"236 content lines (max 150, ~21 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L1_immediate_survival/l1-medical-hypothermia.md
4,data/entries/L1_immediate_survival/l1-wildlife-bear-encounters.md,"228 content lines (max 150, ~20 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L1_immediate_survival/l1-wildlife-bear-encounters.md
4,data/entries/L1_medical/l1-medical-pregnancy-complications.md,"226 content lines (max 150, ~20 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L1_medical/l1-medical-pregnancy-complications.md
4,data/entries/L1_shelter/l1-vehicle-winter-survival.md,"216 content lines (max 150, ~19 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L1_shelter/l1-vehicle-winter-survival.md
4,data/entries/L2_food_biology/l2-weapons-bolas.md,"231 content lines (max 150, ~21 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L2_food_biology/l2-weapons-bolas.md
3,data/entries/L1_immediate_survival/l1-fire-char-cloth.md,"## too long (24ch): ""Storage and Alternatives""",/home/eanhd/projects/field-node-firmware/data/entries/L1_immediate_survival/l1-fire-char-cloth.md
3,data/entries/L1_immediate_survival/l1-fire-cooking-methods.md,"## too long (25ch): ""Hot Rock Boiling (No Pot)""",/home/eanhd/projects/field-node-firmware/data/entries/L1_immediate_survival/l1-fire-cooking-methods.md
3,data/entries/L1_immediate_survival/l1-medical-burns.md,"175 content lines (max 150, ~15 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L1_immediate_survival/l1-medical-burns.md
3,data/entries/L1_immediate_survival/l1-medical-choking-airway.md,"184 content lines (max 150, ~16 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L1_immediate_survival/l1-medical-choking-airway.md
3,data/entries/L1_immediate_survival/l1-medical-severe-bleeding.md,"195 content lines (max 150, ~17 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L1_immediate_survival/l1-medical-severe-bleeding.md
3,data/entries/L1_immediate_survival/l1-strategy-common-fatal-mistakes.md,"## too long (25ch): ""Carbon Monoxide Poisoning""",/home/eanhd/projects/field-node-firmware/data/entries/L1_immediate_survival/l1-strategy-common-fatal-mistakes.md
3,data/entries/L1_immediate_survival/l1-strategy-seasonal-planning.md,"## too long (26ch): ""Summer Tasks — Work Season""",/home/eanhd/projects/field-node-firmware/data/entries/L1_immediate_survival/l1-strategy-seasonal-planning.md
3,data/entries/L1_medical/l1-medical-epilepsy-management.md,"171 content lines (max 150, ~15 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L1_medical/l1-medical-epilepsy-management.md
3,data/entries/L2_food_biology/l2-weapons-sling-slinging.md,"191 content lines (max 150, ~17 cards)",/home/eanhd/projects/field-node-firmware/data/entries/L2_food_biology/l2-weapons-sling-slinging.md
2,data/entries/L1_disaster/l1-natural-disaster-tornado.md,"title 26 chars (max 25): ""Tornado Survival Protocols""",/home/eanhd/projects/field-node-firmware/data/entries/L1_disaster/l1-natural-disaster-tornado.md
2,data/entries/L1_immediate_survival/l1-fire-bow-drill-detailed.md,"title 40 chars (max 25): ""Bow Drill Fire Starting — Complete Guide""",/home/eanhd/projects/field-node-firmware/data/entries/L1_immediate_survival/l1-fire-bow-drill-detailed.md
2,data/entries/L1_immediate_survival/l1-fire-ferro-rod-technique.md,"title 32 chars (max 25): ""Ferro Rod and Tinder Preparation""",/home/eanhd/projects/field-node-firmware/data/entries/L1_immediate_survival/l1-fire-ferro-rod-technique.md
2,data/entries/L1_immediate_survival/l1-fire-signal-fires.md,"title 50 chars (max 25): ""Signal Fire Construction — Day and Night""",/home/eanhd/projects/field-node-firmware/data/entries/L1_immediate_survival/l1-fire-signal-fires.md
2,data/entries/L1_immediate_survival/l1-fire-tinder-identification.md,"title 55 chars (max 25): ""Natural Tinder Materials — Identificatio""",/home/eanhd/projects/field-node-firmware/data/entries/L1_immediate_survival/l1-fire-tinder-identification.md
2,data/entries/L1_immediate_survival/l1-navigation-without-compass.md,"title 54 chars (max 25): ""Navigation Without Compass — Sun, Stars,""",/home/eanhd/projects/field-node-firmware/data/entries/L1_immediate_survival/l1-navigation-without-compass.md
2,data/entries/L1_immediate_survival/l1-strategy-resource-assessment.md,"title 45 chars (max 25): ""Resource Assessment Matrix — What Can I """,/home/eanhd/projects/field-node-firmware/data/entries/L1_immediate_survival/l1-strategy-resource-assessment.md
2,data/entries/L1_navigation/l1-navigation-urban-without-gps.md,"title 28 chars (max 25): ""Urban Navigation Without GPS""",/home/eanhd/projects/field-node-firmware/data/entries/L1_navigation/l1-navigation-urban-without-gps.md
2,data/entries/L1_strategy/l1-vehicle-breakdown-remote.md,"title 32 chars (max 25): ""Vehicle Breakdown in Remote Area""",/home/eanhd/projects/field-node-firmware/data/entries/L1_strategy/l1-vehicle-breakdown-remote.md
2,data/entries/L1_water/l1-water-ice-snow-melting.md,"title 28 chars (max 25): ""Ice & Snow Melting for Water""",/home/eanhd/projects/field-node-firmware/data/entries/L1_water/l1-water-ice-snow-melting.md
2,data/entries/L2_food_biology/l2-fish-bass-identification.md,"title 45 chars (max 25): ""Bass — Largemouth & Smallmouth Identific""",/home/eanhd/projects/field-node-firmware/data/entries/L2_food_biology/l2-fish-bass-identification.md
2,data/entries/L2_food_biology/l2-fish-catfish-identification.md,"title 37 chars (max 25): ""Catfish — Bottom Feeder Survival Fish""",/home/eanhd/projects/field-node-firmware/data/entries/L2_food_biology/l2-fish-catfish-identification.md
2,data/entries/L2_food_biology/l2-fish-panfish-identification.md,"title 36 chars (max 25): ""Panfish — Bluegill, Sunfish, Crappie""",/home/eanhd/projects/field-node-firmware/data/entries/L2_food_biology/l2-fish-panfish-identification.md
2,data/entries/L2_food_biology/l2-fish-salmon-identification.md,"title 45 chars (max 25): ""Salmon — Anadromous Fish Field Identific""",/home/eanhd/projects/field-node-firmware/data/entries/L2_food_biology/l2-fish-salmon-identification.md
2,data/entries/L2_food_biology/l2-fish-trout-identification.md,"title 39 chars (max 25): ""Trout — Identification & Field Dressing""",/home/eanhd/projects/field-node-firmware/data/entries/L2_food_biology/l2-fish-trout-identification.md
2,data/entries/L2_food_biology/l2-fishing-trotline-construction.md,"title 44 chars (max 25): ""Trotline — Passive Multi-Hook Fishing Sy""",/home/eanhd/projects/field-node-firmware/data/entries/L2_food_biology/l2-fishing-trotline-construction.md
2,data/entries/L2_food_biology/l2-food-acorn-processing.md,"title 49 chars (max 25): ""Acorn Processing — Leaching Tannins for """,/home/eanhd/projects/field-node-firmware/data/entries/L2_food_biology/l2-food-acorn-processing.md
2,data/entries/L2_food_biology/l2-food-black-walnut.md,"title 36 chars (max 25): ""Black Walnut — Foraging & Processing""",/home/eanhd/projects/field-node-firmware/data/entries/L2_food_biology/l2-food-black-walnut.md
2,data/entries/L2_food_biology/l2-food-caching-storage.md,"title 54 chars (max 25): ""Food Caching — Long-Term Storage Without""",/home/eanhd/projects/field-node-firmware/data/entries/L2_food_biology/l2-food-caching-storage.md
2,data/entries/L2_food_biology/l2-food-duck-field-dressing.md,"title 34 chars (max 25): ""Ducks — Waterfowl Field Processing""",/home/eanhd/projects/field-node-firmware/data/entries/L2_food_biology/l2-food-duck-field-dressing.md
2,data/entries/L2_food_biology/l2-food-fishing-methods.md,"title 40 chars (max 25): ""Fishing Methods — Pole, Net, Trap, Spear""",/home/eanhd/projects/field-node-firmware/data/entries/L2_food_biology/l2-food-fishing-methods.md
2,data/entries/L2_food_biology/l2-food-goose-field-processing.md,"title 34 chars (max 25): ""Geese — Large Waterfowl Processing""",/home/eanhd/projects/field-node-firmware/data/entries/L2_food_biology/l2-food-goose-field-processing.md
2,data/entries/L2_food_biology/l2-food-hickory-nuts.md,"title 32 chars (max 25): ""Hickory Nuts — High-Fat Wild Nut""",/home/eanhd/projects/field-node-firmware/data/entries/L2_food_biology/l2-food-hickory-nuts.md
2,data/entries/L2_food_biology/l2-food-kelp-foraging.md,"title 38 chars (max 25): ""Kelp — Coastal Seaweed Foraging & Uses""",/home/eanhd/projects/field-node-firmware/data/entries/L2_food_biology/l2-food-kelp-foraging.md
2,data/entries/L2_food_biology/l2-food-nori-seaweed.md,"title 34 chars (max 25): ""Nori (Laver) — Coastal Red Seaweed""",/home/eanhd/projects/field-node-firmware/data/entries/L2_food_biology/l2-food-nori-seaweed.md
2,data/entries/L2_food_biology/l2-food-preservation-comprehensive.md,"title 64 chars (max 25): ""Food Preservation Methods — Drying, Smok""",/home/eanhd/projects/field-node-firmware/data/entries/L2_food_biology/l2-food-preservation-comprehensive.md
2,data/entries/L2_food_biology/l2-food-trap-making-comprehensive.md,"title 48 chars (max 25): ""Trap & Snare Making — Passive Hunting Te""",/home/eanhd/projects/field-node-firmware/data/entries/L2_food_biology/l2-food-trap-making-comprehensive.md
2,data/entries/L2_food_biology/l2-food-water-storage-methods.md,"title 61 chars (max 25): ""Water Storage — Clean Collection, Long-T""",/home/eanhd/projects/field-node-firmware/data/entries/L2_food_biology/l2-food-water-storage-methods.md
2,data/entries/L2_food_biology/l2-food-wild-turkey-processing.md,"title 38 chars (max 25): ""Wild Turkey — Field Dressing & Cooking""",/home/eanhd/projects/field-node-firmware/data/entries/L2_food_biology/l2-food-wild-turkey-processing.md
2,data/entries/L2_food_biology/l2-hunting-bone-tools.md,"title 29 chars (max 25): ""Bone, Antler, and Shell Tools""",/home/eanhd/projects/field-node-firmware/data/entries/L2_food_biology/l2-hunting-bone-tools.md
2,data/entries/L2_food_biology/l2-hunting-hide-processing.md,"title 40 chars (max 25): ""Complete Hide Processing — Brain Tanning""",/home/eanhd/projects/field-node-firmware/data/entries/L2_food_biology/l2-hunting-hide-processing.md
2,data/entries/L2_food_biology/l2-hunting-smoking-detailed.md,"title 47 chars (max 25): ""Smoking Meat and Fish — Hot Smoke vs Col""",/home/eanhd/projects/field-node-firmware/data/entries/L2_food_biology/l2-hunting-smoking-detailed.md
2,data/entries/L2_food_biology/l2-insect-foraging-detailed.md,"title 48 chars (max 25): ""Insect Foraging — Identification and Pre""",/home/eanhd/projects/field-node-firmware/data/entries/L2_food_biology/l2-insect-foraging-detailed.md
2,data/entries/L2_food_biology/l2-mushrooms-cultivation-log.md,"title 47 chars (max 25): ""Log Cultivation — Shiitake and Oyster Mu""",/home/eanhd/projects/field-node-firmware/data/entries/L2_food_biology/l2-mushrooms-cultivation-log.md
2,data/entries/L2_food_biology/l2-mushrooms-drying-storage.md,"title 42 chars (max 25): ""Mushroom Preservation — Drying and Stora""",/home/eanhd/projects/field-node-firmware/data/entries/L2_food_biology/l2-mushrooms-drying-storage.md
2,data/entries/L2_food_biology/l2-nutrition-hardtack.md,"title 47 chars (max 25): ""Hardtack — Indefinite Shelf-Life Surviva""",/home/eanhd/projects/field-node-firmware/data/entries/L2_food_biology/l2-nutrition-hardtack.md
2,data/entries/L2_food_biology/l2-nutrition-jerky.md,"title 41 chars (max 25): ""Meat Jerky — Drying Techniques and Safet""",/home/eanhd/projects/field-node-firmware/data/entries/L2_food_biology/l2-nutrition-jerky.md
2,data/entries/L2_food_biology/l2-nutrition-lacto-fermentation.md,"title 58 chars (max 25): ""Lacto-Fermentation — Preserving Food Wit""",/home/eanhd/projects/field-node-firmware/data/entries/L2_food_biology/l2-nutrition-lacto-fermentation.md
2,data/entries/L2_food_biology/l2-nutrition-pemmican.md,"title 33 chars (max 25): ""Pemmican — Ultimate Survival Food""",/home/eanhd/projects/field-node-firmware/data/entries/L2_food_biology/l2-nutrition-pemmican.md
2,data/entries/L2_food_biology/l2-nutrition-wild-vinegar.md,"title 30 chars (max 25): ""Making Vinegar from Wild Fruit""",/home/eanhd/projects/field-node-firmware/data/entries/L2_food_biology/l2-nutrition-wild-vinegar.md
2,data/entries/L2_food_biology/l2-plants-deadly-nightshade.md,"title 60 chars (max 25): ""Deadly Nightshade (Belladonna) — Highly """,/home/eanhd/projects/field-node-firmware/data/entries/L2_food_biology/l2-plants-deadly-nightshade.md
2,data/entries/L2_food_biology/l2-plants-death-camas.md,"title 36 chars (max 25): ""Death Camas — DEADLY Camas Lookalike""",/home/eanhd/projects/field-node-firmware/data/entries/L2_food_biology/l2-plants-death-camas.md
2,data/entries/L2_food_biology/l2-plants-fiddlehead-ferns.md,"title 34 chars (max 25): ""Fiddlehead Ferns — Spring Delicacy""",/home/eanhd/projects/field-node-firmware/data/entries/L2_food_biology/l2-plants-fiddlehead-ferns.md
2,data/entries/L2_food_biology/l2-plants-flour-from-wild.md,"title 57 chars (max 25): ""Making Flour from Wild Plants — Acorns, """,/home/eanhd/projects/field-node-firmware/data/entries/L2_food_biology/l2-plants-flour-from-wild.md
2,data/entries/L2_food_biology/l2-plants-miners-lettuce.md,"title 38 chars (max 25): ""Miners Lettuce — Abundant Spring Green""",/home/eanhd/projects/field-node-firmware/data/entries/L2_food_biology/l2-plants-miners-lettuce.md
2,data/entries/L2_food_biology/l2-plants-pnw-camas.md,"title 42 chars (max 25): ""Camas — Staple Root Crop of Indigenous P""",/home/eanhd/projects/field-node-firmware/data/entries/L2_food_biology/l2-plants-pnw-camas.md
2,data/entries/L2_food_biology/l2-plants-pnw-oregon-grape.md,"title 42 chars (max 25): ""Oregon Grape — Tart Berry & Medicinal Ro""",/home/eanhd/projects/field-node-firmware/data/entries/L2_food_biology/l2-plants-pnw-oregon-grape.md
2,data/entries/L2_food_biology/l2-plants-pnw-salal.md,"title 38 chars (max 25): ""Salal — Pacific Northwest Staple Berry""",/home/eanhd/projects/field-node-firmware/data/entries/L2_food_biology/l2-plants-pnw-salal.md
2,data/entries/L2_food_biology/l2-plants-pnw-salmonberry.md,"title 32 chars (max 25): ""Salmonberry — Early Spring Berry""",/home/eanhd/projects/field-node-firmware/data/entries/L2_food_biology/l2-plants-pnw-salmonberry.md
2,data/entries/L2_food_biology/l2-plants-pnw-thimbleberry.md,"title 47 chars (max 25): ""Thimbleberry — Pacific Northwest Delicat""",/home/eanhd/projects/field-node-firmware/data/entries/L2_food_biology/l2-plants-pnw-thimbleberry.md
2,data/entries/L2_food_biology/l2-plants-pnw-wapato.md,"title 32 chars (max 25): ""Wapato — Indigenous Staple Tuber""",/home/eanhd/projects/field-node-firmware/data/entries/L2_food_biology/l2-plants-pnw-wapato.md
2,data/entries/L2_food_biology/l2-plants-poison-hemlock.md,"title 54 chars (max 25): ""Poison Hemlock & Water Hemlock — DEADLY """,/home/eanhd/projects/field-node-firmware/data/entries/L2_food_biology/l2-plants-poison-hemlock.md
2,data/entries/L2_food_biology/l2-plants-southwest-agave.md,"title 34 chars (max 25): ""Agave — Desert Staple Carbohydrate""",/home/eanhd/projects/field-node-firmware/data/entries/L2_food_biology/l2-plants-southwest-agave.md
2,data/entries/L2_food_biology/l2-plants-southwest-cholla-cactus.md,"title 35 chars (max 25): ""Cholla Cactus — Edible Buds & Fruit""",/home/eanhd/projects/field-node-firmware/data/entries/L2_food_biology/l2-plants-southwest-cholla-cactus.md
2,data/entries/L2_food_biology/l2-plants-southwest-mesquite.md,"title 30 chars (max 25): ""Mesquite — Desert Bean & Flour""",/home/eanhd/projects/field-node-firmware/data/entries/L2_food_biology/l2-plants-southwest-mesquite.md
2,data/entries/L2_food_biology/l2-plants-southwest-pinyon-pine.md,"title 37 chars (max 25): ""Pinyon Pine — High-Calorie Desert Nut""",/home/eanhd/projects/field-node-firmware/data/entries/L2_food_biology/l2-plants-southwest-pinyon-pine.md
2,data/entries/L2_food_biology/l2-plants-southwest-prickly-pear.md,"title 35 chars (max 25): ""Prickly Pear Cactus — Desert Staple""",/home/eanhd/projects/field-node-firmware/data/entries/L2_food_biology/l2-plants-southwest-prickly-pear.md
2,data/entries/L2_food_biology/l2-plants-southwest-yucca.md,"title 30 chars (max 25): ""Yucca — Desert Multi-Use Plant""",/home/eanhd/projects/field-node-firmware/data/entries/L2_food_biology/l2-plants-southwest-yucca.md
2,data/entries/L2_food_biology/l2-plants-spring-foraging-calendar.md,"title 47 chars (max 25): ""Spring Foraging Calendar (Temperate N. A""",/home/eanhd/projects/field-node-firmware/data/entries/L2_food_biology/l2-plants-spring-foraging-calendar.md
2,data/entries/L2_food_biology/l2-plants-toxic-plant-symptoms.md,"title 58 chars (max 25): ""Toxic Plant Poisoning — Symptom Recognit""",/home/eanhd/projects/field-node-firmware/data/entries/L2_food_biology/l2-plants-toxic-plant-symptoms.md
2,data/entries/L2_food_biology/l2-plants-universal-edibility-test.md,"title 33 chars (max 25): ""Universal Edibility Test Protocol""",/home/eanhd/projects/field-node-firmware/data/entries/L2_food_biology/l2-plants-universal-edibility-test.md
2,data/entries/L2_food_biology/l2-plants-wild-teas.md,"title 27 chars (max 25): ""Wild Tea Guide — 20 Species""",/home/eanhd/projects/field-node-firmware/data/entries/L2_food_biology/l2-plants-wild-teas.md
2,data/entries/L2_food_biology/l2-trapping-snare-designs.md,"title 37 chars (max 25): ""Five Essential Snare and Trap Designs""",/home/eanhd/projects/field-node-firmware/data/entries/L2_food_biology/l2-trapping-snare-designs.md
2,data/entries/L2_nutrition/l2-nutrition-vitamin-c-sources.md,"title 37 chars (max 25): ""Vitamin C Sources & Scurvy Prevention""",/home/eanhd/projects/field-node-firmware/data/entries/L2_nutrition/l2-nutrition-vitamin-c-sources.md
2,data/entries/L3_materials_chemistry/l3-materials-clay-identification.md,"title 41 chars (max 25): ""Clay Identification & Testing for Potter""",/home/eanhd/projects/field-node-firmware/data/entries/L3_materials_chemistry/l3-materials-clay-identification.md
2,data/entries/L3_materials_chemistry/l3-materials-lime-cement-making.md,"title 46 chars (max 25): ""Lime & Cement Making — Mortar for Constr""",/home/eanhd/projects/field-node-firmware/data/entries/L3_materials_chemistry/l3-materials-lime-cement-making.md
2,data/entries/L3_materials_chemistry/l3-materials-natural-dyes.md,"title 54 chars (max 25): ""Natural Dyes from Plants — Coloring Fabr""",/home/eanhd/projects/field-node-firmware/data/entries/L3_materials_chemistry/l3-materials-natural-dyes.md
2,data/entries/L3_materials_chemistry/l3-materials-natural-fibers.md,"title 52 chars (max 25): ""Natural Fibers — Plant Fibers for Cordag""",/home/eanhd/projects/field-node-firmware/data/entries/L3_materials_chemistry/l3-materials-natural-fibers.md
2,data/entries/L3_materials_chemistry/l3-materials-rope-making.md,"title 50 chars (max 25): ""Rope Making — Field Cordage from Natural""",/home/eanhd/projects/field-node-firmware/data/entries/L3_materials_chemistry/l3-materials-rope-making.md
2,data/entries/L3_materials_chemistry/l3-materials-wood-properties-guide.md,"title 44 chars (max 25): ""Wood Properties — Selecting Wood by Use """,/home/eanhd/projects/field-node-firmware/data/entries/L3_materials_chemistry/l3-materials-wood-properties-guide.md
2,data/entries/L3_materials_chemistry/l3-metalwork-blacksmith-basics.md,"title 51 chars (max 25): ""Blacksmithing Basics — Forge, Anvil, Fir""",/home/eanhd/projects/field-node-firmware/data/entries/L3_materials_chemistry/l3-metalwork-blacksmith-basics.md
2,data/entries/L3_materials_elements/l3-chemistry-biodiesel-basics.md,"title 28 chars (max 25): ""Biodiesel from Vegetable Oil""",/home/eanhd/projects/field-node-firmware/data/entries/L3_materials_elements/l3-chemistry-biodiesel-basics.md
2,data/entries/L3_materials_elements/l3-chemistry-cement-basics.md,"title 30 chars (max 25): ""Lime Cement and Basic Concrete""",/home/eanhd/projects/field-node-firmware/data/entries/L3_materials_elements/l3-chemistry-cement-basics.md
2,data/entries/L3_materials_elements/l3-chemistry-ethanol-distillation.md,"title 42 chars (max 25): ""Ethanol Distillation — Fuel and Antisept""",/home/eanhd/projects/field-node-firmware/data/entries/L3_materials_elements/l3-chemistry-ethanol-distillation.md
2,data/entries/L3_materials_elements/l3-chemistry-glass-basics.md,"title 28 chars (max 25): ""Basic Glass Making from Sand""",/home/eanhd/projects/field-node-firmware/data/entries/L3_materials_elements/l3-chemistry-glass-basics.md
2,data/entries/L3_materials_elements/l3-chemistry-lye-from-ash.md,"title 28 chars (max 25): ""Making Lye from Hardwood Ash""",/home/eanhd/projects/field-node-firmware/data/entries/L3_materials_elements/l3-chemistry-lye-from-ash.md
2,data/entries/L3_materials_elements/l3-chemistry-natural-antibiotics.md,"title 37 chars (max 25): ""Evidence-Based Natural Antimicrobials""",/home/eanhd/projects/field-node-firmware/data/entries/L3_materials_elements/l3-chemistry-natural-antibiotics.md
2,data/entries/L3_materials_elements/l3-minerals-iron-ore-indicators.md,"title 34 chars (max 25): ""Field Indicators for Iron Deposits""",/home/eanhd/projects/field-node-firmware/data/entries/L3_materials_elements/l3-minerals-iron-ore-indicators.md
2,data/entries/L3_water/l3-water-well-pump-repair.md,"title 34 chars (max 25): ""Well Pump Repair & Troubleshooting""",/home/eanhd/projects/field-node-firmware/data/entries/L3_water/l3-water-well-pump-repair.md
